id_komentar,author_name,updated_at,text,text_clean
Ugxxv1ouuJCsRuLKWAN4AaABAg,@puguhsetyopratomo8073,2025-05-17 06:21:51+00:00,Jangan ngiri bocor halus kalah scriber,mengiri bocor halus kalah scriber
UgyNjFouPTlRBX57n3F4AaABAg,@ekosetyaji5410,2025-05-17 06:21:45+00:00,Media opi tempi ki,media opi tempi ki
UgzvUH1OxRxlrN8488d4AaABAg,@naufalauliarabbani8945,2025-05-17 06:21:35+00:00,"madep bapak aing, maju terus bapak aing, kagok dendek lah",madep aing maju aing kagok dendek
UgyvDQd71On_zcxKaM54AaABAg,@indrawancakrabuana1566,2025-05-17 06:22:39+00:00,"ini mulyadi bukan mulyono, merintis politik dari bawah bukan instan, klo pemimpin dibenci dprd /dpr bahkan orang2 yang merasa tersaingi biasanya orang tersebut benar",mulyadi mulyono merintis politik instan kalo pemimpin dibenci dprd dpr orang tersaingi orang
UgxyLMLcAD9ikzow8J14AaABAg,@GEMSDIGANDCOLECTORINDO99,2025-05-17 06:22:58+00:00,Beda lah KDM itu di push ke atas oleh publik masyarakat kecil YOUTUBE FB dan itu udh lama kalo Jokowi kan dulu di push Ama media massa Kya tempo kompas stasiun tv yg punya  kepentingan politik  😂 😂😂 begitu fergussso jejak digital itu ada loh 😂😂😂,beda kdm push publik masyarakat youtube fb kalo jokowi push media massa kaya tempo kompas stasiun tv kepentingan politik ferguso jejak digital loh
UgyKz96Ejal5xI4qxbB4AaABAg,@santiyunikasufiana5991,2025-05-17 06:21:15+00:00,trauma sama politikus sosmed kek gini,trauma politikus sosmed kayak
Ugyc-4E76FYYta2iLHh4AaABAg,@D_sainrumah,2025-05-17 06:21:12+00:00,Kalau itu positif maka lanjutkan...kalau negatif ya jangan si tiru... Tidak semua orang bisa tampil depan camera .. kerja ya tidak terexpose kebtulan kdm sblm menjabat gubenur memang seorang yutuber politik...sekian 😊,positif lanjutkan negatif ya sih tiru orang tampil camera kerja ya terexpose kebtulan kdm menjabat gubenur yutuber politik sekian
UgwAyKCvIcC2b1sHw6Z4AaABAg,@OmRahman-t8z,2025-05-17 06:21:08+00:00,"Menangani masalah kenakalan remaja dgn membawa psikolog, remaja yg bermasalahnya JUTAAN org jadi psikolog nya harus berapa orang???",menangani kenakalan remaja membawa psikolog remaja bermasalahnya jutaan orang psikolog nya orang
UgwcB015LYGyBdy95cl4AaABAg,@nimasrajenar1244,2025-05-17 06:21:04+00:00,Sudah mulai nyerang nih Tempo ma KDM.,menyerang nih tempo kdm
UgzJNlNAb_fMhAKv-TB4AaABAg,@suksesamanah8352,2025-05-17 06:20:59+00:00,Tempo gak bisa nyari duit klo gak gibahin pemerintah😂😂😂😂😂,tempo mencari duit kalo gibahin pemerintah
UgwjOuvwQ6HaHPFG5jJ4AaABAg,@alsetyaalsetya1560,2025-05-17 06:20:49+00:00,KDM kebanyakan gimmick,kdm kebanyakan gimmick
UgwYytI83ec04HhSt4V4AaABAg,@adahsaadah9160,2025-05-17 06:20:36+00:00,Klw pangilan. Mau raja . Mau soltan.     dimana salah nya.    Yg penting kdm itu pro rakyat mantap kan,pangilan raja soltan dimana salah nya kdm pro rakyat mantap
UgxuBKAJMaM-N6h4SFd4AaABAg,@lusisulastriani3606,2025-05-17 06:31:26+00:00,"KDM sangat beda dengan MULYONO...
garis keturunan nya JELAS...
Ayah nya TNI yg berjuang karena kesetia an nya pada Negara sampe di racun oleh Penjajah Belanda sehingga mengalami sakit parah... dan terlahir dari seorang Ibu yg Hebat... yg mampu  mengurus anak 10 dan suami yg sakit seorang diri...MaaSyaaAllah...

inSyaaAllah...Beliau Pemimpin yg amanah...Aamiin🤲",kdm beda mulyono garis keturunan nya ayah nya tni berjuang kesetia an nya negara racun penjajah belanda mengalami sakit parah terlahir hebat mengurus anak suami sakit maasyallah insyallah beliau pemimpin amanah amin
UgwSKLUYHNAjF47KFlN4AaABAg,@varo2751,2025-05-17 06:20:31+00:00,"Saya org Jawa, melihat ada dua tokoh yg berbeda.. Yg satu hanya masuk gorong"" , yang satu benerin gorong"" ... 
Dua tindakan yg tentu berbeda dalam hasil dan efek utk masyarakat...",orang jawa tokoh berbeda masuk gorong benerin gorong tindakan berbeda hasil efek masyarakat
Ugw-oxEjJSiIq8zcEpJ4AaABAg,@cecepsuhendi4949,2025-05-17 06:20:25+00:00,"Saya sudah tahu semenjak dia jadi gubernur dan apa² dibuat konten, disitu saya mengerti dia sedang berambisi jadi presiden 2029",semenjak gubernur konten disitu mengerti berambisi presiden
Ugy_obvUpFyae9iBjtN4AaABAg,@moodmusic7793,2025-05-17 06:20:10+00:00,Media george soros tiap ada pemimpin bagus harapan bangsa selalu di ganggu,media george soros pemimpin bagus harapan bangsa ganggu
UgxNJmM6h__LtBcyefh4AaABAg,@mamacenil8355,2025-05-17 06:20:09+00:00,"INDONESIA GAK CUMA SUNDA, BRO..",indonesia sunda bro
Ugz9flVc_At_RelihM54AaABAg,@santisawitri3321,2025-05-17 06:21:05+00:00,"KDM tidak hanya blusukan tapi datang membawa solusi bagi warganya, berbeda dengan Jokowi blusukan hanya untuk mencari simpati warganya.",kdm blusukan membawa solusi warganya berbeda jokowi blusukan mencari simpati warganya
UgwD2LDczZWY2_nyxsV4AaABAg,@dedijumaidimmrfp2024,2025-05-17 06:20:03+00:00,Kurang bagus episode kali ini. Terlalu banyak iklan baca di tempo bahkan hanya unt sebut nama,bagus episode kali iklan baca tempo unt nama
UgyfPqIc2SHUt7Et6L14AaABAg,@muhamadsyukron5218,2025-05-17 06:20:01+00:00,Habis gelap terbitlah petang,habis gelap terbitlah petang
Ugxh2K2U2qernMvaPtJ4AaABAg,@effryulisonmaulana843,2025-05-17 06:20:01+00:00,Wkwk ga kapok apa liat modelan mirip mukidi.. 10 taon ngacak2,wkwk kapok lihat modelan mukidi ngacak
Ugye-tVOig7xUZlQKtB4AaABAg,@kembardua,2025-05-17 06:19:56+00:00,"serupa tapi tak sama .. coba objektif lah, kapan jokowi turn gorong2 tp real beresin masalah? 😂😂😂",coba objektif jokowi turn gorong real beresin
UgywV36kShImO0AKzWd4AaABAg,@jaenudinramdani7999,2025-05-17 06:23:03+00:00,"Gila sih narasi awal tempo ini, keliatan bngt sinis yang di bungkus kata² ""kritik"" segini kah kualitas host dan narasumbernya? Memalukan sih !!",gila sih narasi tempo banget sinis bungkus kritik segini kah kualitas host narasumbernya memalukan sih
Ugwee5dF9pdTxTx_caR4AaABAg,@yuliantozulu170,2025-05-17 06:19:40+00:00,Disiruh krn CUAN Bro😜,disiruh cuan bro
Ugyurp4zlAmiQ7isPqh4AaABAg,@stardavid999,2025-05-17 06:19:38+00:00,Persis Mulyono tapi ini lebih canggih pengalaman 😂😂,persis mulyono canggih pengalaman
UgzaujEm5RGUq7FoTtR4AaABAg,@mukhlasin7922,2025-05-17 06:19:28+00:00,"KDM the next Jokowi,  pak Prabowo gandeng  saja pak Anies  atau pak Aher di 2029",kdm the next jokowi prabowo gandeng anies aher
UgwWeetku02NESY0RA54AaABAg,@Trapattoni21,2025-05-17 06:19:27+00:00,"Kirain cuma aku yang ngerasa gitu juga. Pabrik yang ""membangun"" imagenya jangan2 sama juga nih 😂",pabrik membangun imagenya nih
UgymTzsXtXCWjudv8-Z4AaABAg,@bibitmugijana1353,2025-05-17 06:19:23+00:00,"Gue justru ingin ada yg melihat KDM dari sisi lain... dan ini BAP mau mengkritisi. 
Btw... lama gak lihat BAP, itu Kak Chica kok nampak nya lbh langsing? Apa krn kameranya kejauhan ya? 🤔",gue kdm sisi bap mengkritisi btw lihat bap kak chica menampak nya langsing kameranya kejauhan ya
UgxvIZsUz2Ox98-9GFZ4AaABAg,@Anngrmdhn,2025-05-17 06:19:23+00:00,RAJA JAWA VS SUNDA hiji ge maung💥💥,raja jawa vs sunda hiji ge maung
UgxTeIbtH1uhDdiLATR4AaABAg,@ArdiArdiansyah-r5j,2025-05-17 06:19:19+00:00,Pak KDM slalu di hati,kdm hati
UgyjpknDdepeHpQ1R-x4AaABAg,@rizkisetiawibawa1317,2025-05-17 06:19:12+00:00,"Buat pejabat, contoh KDM. Menyelesaikan masalah langsung datang ke akar masalahnya. Bikin keputusan cepat. Gak usah rapat sana sini, pembahasan prosedural",pejabat contoh kdm menyelesaikan langsung akar bikin keputusan cepat rapat pembahasan prosedural
Ugxq2ltofMvvxmR1UW94AaABAg,@shinicikudo6362,2025-05-17 06:19:12+00:00,"Ya Elah Bang Bang, KDM Di Samakan Dengan Jokowi Ya Jauh Lah Bang, kita Sudah Fasih Betul Yg Mana Di Sebut Pencitraan Sama Yg Emang Tulus, Karna Qt Sudh Banyak belajar Dari Pengalaman Sebelumnya.... Baca Tex Kog Di Bandingkan Dengan Yg Tanpa Teks.... 😂",ya elah bang bang kdm samakan jokowi ya bang fasih pencitraan tulus belajar pengalaman baca tex bandingkan teks
Ugz1PWMGuHv6GKCdiaV4AaABAg,@naikturun8,2025-05-17 06:18:57+00:00,"terhina KDM disamakan degan si mulyono,,,,,rakyat JABAR tidak sudi,,,",terhina kdm disamakan degan sih mulyono rakyat jabar sudi
Ugxqh_t5JuWY6yYATUl4AaABAg,@ndj_7443,2025-05-17 06:18:54+00:00,"Klo kata nenek gua mah yg orang galuh ""ulah sok di sakompet daunkeun"", mungkin terlihat serupa tapi tak sama",kalo nenek gua mah orang galuh ulah sok sakompet daunkeun
UgwiyfOV4Nl9gfYhOnh4AaABAg,@jjichannel9678,2025-05-17 06:18:53+00:00,"pendidikan di indonesia sudah baik kah? gonta ganti kurikulum bukankah coba"". 😂😂😂... intinya proyek kemdikbud mulai diambil oleh KDM banyak yang gerah.. 😅😅😅😅... Selama masih ganti menteri ganti kurikulum. silaakan saja kepala daerah mencoba kurikulum terbaiknya. 😅😅😅.. jakarta dengan baca buku monggoh. jabar dengan militer silakan.",pendidikan indonesia kah gonta ganti kurikulum coba intinya proyek kemdikbud diambil kdm gerah ganti menteri ganti kurikulum silaakan kepala daerah mencoba kurikulum terbaiknya jakarta baca buku monggoh jabar militer silakan
Ugw2WTAT0BVD7eRqXex4AaABAg,@capruk778,2025-05-17 06:18:47+00:00,"Bener jangan tertipu dan terpana 
Karena sebaik pemimpin politik tidak akan sebail khalifah jaman nabi.
Kebaikan nya memang lebih baik tapi apakah ada sebab dan penyebab dan dengan nafsu.",tertipu terpana pemimpin politik sebail khalifah jaman nabi kebaikan nya penyebab nafsu
Ugw0znXdlQ4zDbCOz7d4AaABAg,@subcr,2025-05-17 06:18:38+00:00,Saya orang yang tidak tertarik jokowi namun kagum terhadap kdm. Disotu udal mentimpulkan kdm dan jokowi jauh berbeda.,orang tertarik jokowi kagum kdm disotu udal mentimpulkan kdm jokowi berbeda
UgyytR8NJa639I1K2wd4AaABAg,@jejakkakizaman,2025-05-17 06:18:36+00:00,Berarti solusi jangka pendek boleh kak?,solusi jangka pendek kak
Ugwf_9EuTIp6cdxtvzl4AaABAg,@muhammadmirza8539,2025-05-17 06:19:28+00:00,media yang di danai GS😂😂😂😂😂,media danai gs
UgxZFyyGSucf9hOBULF4AaABAg,@zaldiarifin1546,2025-05-17 06:18:33+00:00,"Rajajawa jkw Raja sunda KDM Raja batak""LBP""",rajajawa jkw raja sunda kdm raja batak lbp
UgwyRWMSR6rurYo_GjZ4AaABAg,@rezatub3,2025-05-17 06:18:28+00:00,Gorong-gorong Jilid 2... bagi yg masih bisa termakan itu artinya dia luar biasa B........,gorong gorong jilid termakan b
Ugz8bXMVR9nXFAs9w2R4AaABAg,@jetrho7864,2025-05-17 06:18:19+00:00,Emperor wannabe,emperor wannabe
Ugy1VuDszDV6fXW6P4d4AaABAg,@Alinaliyya,2025-05-17 06:17:52+00:00,Ada yang pernah liat KDM speak English kah?,lihat kdm speak english kah
Ugy8nHgz3Beib9V3Ggl4AaABAg,@moriz8338,2025-05-17 06:17:48+00:00,"Ati ati kena bully tempooo.

Mulyono Jilid 2.. 😂😂",ati ati kena bully tempo mulyono jilid
UgyQd3bn2U-pf4oGCCl4AaABAg,@petualangsejati4948,2025-05-17 06:17:47+00:00,"KDm mamang berpihak kemasyarakat kecil telah terbukti dari dulu , jgn menghujat klo mau contohlah beliau , bersainglah secara akal sehat wahai para wakil rakyat dan merakyatlah spt KDM jgn cuma omon omon saja .. 💪💪💪",kdm mamang berpihak kemasyarakat terbukti menghujat kalo contohlah beliau bersainglah akal sehat wakil rakyat merakyatlah kdm omon omon
Ugwfvd8-TM09HJLhFn54AaABAg,@meneer88,2025-05-17 06:17:41+00:00,"Klo bagus ya didukung, klo tidak bagus dan ini terbukti, kritik.. so far, kebijakannya baik dan sesuai dengan permasalahan yang ada.. masalahnya, konsisten atau tidak atau hanya pencitraan.. ya kita tunggu saja.",kalo bagus ya didukung kalo bagus terbukti kritik sok far kebijakannya sesuai permasalahan konsisten pencitraan ya tunggu
Ugw4dGX3Ean9OnRpext4AaABAg,@denikurniawan9642,2025-05-17 06:17:38+00:00,Siap2 Tempo diserang.😂,tempo diserang
Ugzp-lGJn9FhpxFVlbh4AaABAg,@ElzanFaniaZaidan,2025-05-17 06:17:26+00:00,Jangan samakan KDM dengan jokowi,samakan kdm jokowi
UgxD-wQKR-kfDMFifEZ4AaABAg,@agumandriful,2025-05-17 06:17:24+00:00,"rek ngomong naon wae, heug da tetep KDM gubernur nu mantap",rek mengomong naon wae heug kdm gubernur nu mantap
UgxdJR3JH2w6s249xa14AaABAg,@wakleman-h8p,2025-05-17 06:17:13+00:00,Lama2 bosan nonton apa2 semua majalah2 😢😢😢,bosan menonton majalah
UgzxwdfKpU1Q-K0j8CZ4AaABAg,@Anngrmdhn,2025-05-17 06:16:58+00:00,Pisah aja dri indo pusing terlalu jawa sentris😂,pisah indonesia pusing jawa sentris
UgyIrx1COt5IgO-iPY54AaABAg,@ekobudiutomo2515,2025-05-17 06:16:56+00:00,"KDM adalah pesaing berat jokowi dalam hal syahwat politik, dg gaya yg berbeda tp sama satu tujuan pencitraan utk popularitas mencapai puncak kekuasaan sbg presiden RI",kdm pesaing berat jokowi syahwat politik gaya berbeda tujuan pencitraan popularitas mencapai puncak kekuasaan presiden ri
UgxvaNubcJcDrZwN5VF4AaABAg,@OktomiZiano,2025-05-17 06:16:52+00:00,Sia bocor halus,sia bocor halus
UgzDxzsMpBCmrkuB8NF4AaABAg,@Alinaliyya,2025-05-17 06:16:48+00:00,"Kalau untuk skala lokal okelah, tapi kalo skala nasional dan internasional waaah masih jauh kayanya😅",skala lokal okelah kalo skala nasional internasional kayanya
UgyXbP6Dfb1u-hiAAup4AaABAg,@Autopro-01,2025-05-17 06:16:43+00:00,"Kata bung rocky memilih pemimpin itu pertama yg dilihat berdasarkan urutan etikabilitas, intelektualitas, kemudian baru elektabilitas sepertinya KDM ada semua tuh, ga kaya yang itu....?",rocky memilih pemimpin berdasarkan urutan etikabilitas intelektualitas elektabilitas kdm tuh kayak
UgxPd-WmzbAfxy_pYKF4AaABAg,@cuacatropis4349,2025-05-17 06:16:40+00:00,Gorong2 Jilid 2,gorong jilid
UgzRPOJiuPxC1IU4SPJ4AaABAg,@PipieVanezza,2025-05-17 06:16:33+00:00,Kangen cicaaaaaa,kangen cica
UgwopdQXa7BtAM3-SwV4AaABAg,@harishartono471,2025-05-17 06:16:32+00:00,"Orang itu kalau hatinya terlanjur SAKIT, sebaik apapun yang dibuat orang lain , akan selalu NYINYIR. Padahal dia sendiri hanya bisa komentar, tak ada yg bisa dibuat untuk kepentingan orang lain. Memang bawaan lahir kali yaa......",orang hatinya terlanjur sakit apapun orang nyinyir komentar kepentingan orang bawaan lahir kali ya
UgwZBgjyQX0fcW95Sa14AaABAg,@yadiriyadi5769,2025-05-17 06:16:27+00:00,Atuh dia ...ngasih uang sejuta.dua juta ke yang ga mampu sambil ada nangisnya balik hasil dari yytube itu milyaran.,atuh mengasih uang sejuta juta nangisnya hasil yytube milyaran
UgzPX_hfQ1bTlRBiKp14AaABAg,@agustatangmulyana2774,2025-05-17 06:16:18+00:00,Saya tau KDM dari tahun 1999 ketika KDM jadi anggota DPRD Purwakarta. KDM beda dengan Jokowi KDM pernah di Eksekutif maupun Legislatif. Dia blusukan sambil memberikan solusi langsung.,tau kdm kdm anggota dprd purwakarta kdm beda jokowi kdm eksekutif legislatif blusukan solusi langsung
Ugws59aL8SeLKeOuhyZ4AaABAg,@satutujuank1ta,2025-05-17 06:16:17+00:00,Gue kira tempo bner dan netral . .yang sudah jelas kerja nyata sprti kdm dan banyak manfaatnya untuk masarakat bawah masih ajah di serang ...,gue tempo netral kerja nyata kdm manfaatnya masarakat serang
UgzOjcFPSb8fuPWtgXt4AaABAg,@udinpetot9983,2025-05-17 06:16:17+00:00,"bapa aing hiji ge MAUNG
KDM,  BIKIN DAERAH LAIN iriiiiiiiiiiiiiiiiiiiiiiiiiiiiiii Ngiler2 sodeeeep
Bapa aing tea moal aya dua na.",bapa aing hiji ge maung kdm bikin daerah iri ngiler sodep bapa aing tea moal aya nya
Ugw-IJo_p7VSN2vkGwV4AaABAg,@AmalanMagnetRezeky,2025-05-17 06:16:12+00:00,Kenapa hanya yg bagus bagus aja yg jadi konten....?,bagus bagus konten
UgwJVw991JfWcSjDe7l4AaABAg,@hulyadanhafsh9824,2025-05-17 06:16:12+00:00,Engga tau standart pemimpin tempo ini gmn? Ko apa2 spertinya salah 😂,tau standart pemimpin tempo salah
UgyRd9qsGx9ilZsL2ON4AaABAg,@RochimVlog,2025-05-17 06:16:10+00:00,"Anak abah knpa nih kok malah kepanasan kayak kompor , abahnya udah jadi banteng wkwk",anak abah nih kepanasan kayak kompor abahnya banteng wkwk
UgxUucurq29MWv-aZxF4AaABAg,@megasafitri7077,2025-05-17 06:16:09+00:00,Udah trauma ama pak jokowi,trauma jokowi
UgwpkR_DguXesr-MjCF4AaABAg,@ibounz1828,2025-05-17 06:16:05+00:00,episode ini kayak emak2 lagi ngegosip 😂😂,episode kayak emak ngegosip
Ugz3Dx-4aobbBCM4OH94AaABAg,@pakslamet3365,2025-05-17 06:16:02+00:00,"Persis, dari Jokowi turun ke KDM si gubernur konten. Polanya sama, pencitraan.",persis jokowi turun kdm sih gubernur konten polanya pencitraan
UgzlA4wAUxyeb2sg3BR4AaABAg,@SriMiati-fk1wy,2025-05-17 06:15:48+00:00,❤❤❤,
Ugyv-l3Rre7DFC5Umht4AaABAg,@junedisar,2025-05-17 06:15:46+00:00,Kesuksesan minimal harus diukur dengan data perekonomian (tambah baik atau buruk dari sebelumnya gak?) bukan konten2 populis.,kesuksesan minimal diukur data perekonomian buruk konten populis
Ugw_He2urto8bORhw3R4AaABAg,@mutia71,2025-05-17 06:15:43+00:00,Belajarlah dr pengalaman kemarin..memilih pemimpin itu hrs yg cerdas & bijaksana.. jgn krn pecitraan dan full konten.. 🙏🙏🙏,belajarlah pengalaman kemarin memilih pemimpin cerdas bijaksana pecitraan full konten
UgxKyoRoiZdwxZUwRR94AaABAg,@SunardiSalim-l9n,2025-05-17 06:15:33+00:00,"KaDeeM gubernur konten?
Gimmick ?",kadeem gubernur konten gimmick
UgzcZOCdrBaTzArVWsR4AaABAg,@SingoDimedjo88,2025-05-17 06:15:33+00:00,KDM itu karir dari nol bukan karbitan partai... Beda dong dg mulyono...,kdm karir nol karbitan partai beda mulyono
Ugwx7t2wB6Xbxvj5V6d4AaABAg,@rizkipaledang,2025-05-17 06:15:33+00:00,Media george horos berbicara,media george horos berbicara
Ugya-o3av5I2D3uJBJp4AaABAg,@myumarr618,2025-05-17 06:15:29+00:00,"Tempo hanya bisa komentar saja tapi utk memaju rakyat secara kemanusiaan tempo tdk berbuat apa apa . Tempo hanya mejual opini saja . Wahai tempo berbuat utk bangsa , negara dan agamamu , jgn hanya bisa omon omon saja .",tempo komentar memaju rakyat kemanusiaan tempo berbuat tempo mejual opini tempo berbuat bangsa negara agamamu omon omon
Ugz1-qiPUO6rRjjYb7J4AaABAg,@susband9093,2025-05-17 06:15:19+00:00,"Belajar Pengalaman kita perlu hati hati.. ,kita sudah pernah disuguhi dan sebagian terpana dengan pemimpin dari gorong gorong dan sayangnya masyarakat kita tidak mau belajar...",belajar pengalaman hati hati disuguhi terpana pemimpin gorong gorong sayangnya masyarakat belajar
UgxZ4Ng2Tq67_6caL1d4AaABAg,@muhsinmaani9370,2025-05-17 06:15:16+00:00,"Akhir² ini sdh terkesan arogn suka buly rakyt sendiri, bahkn ada yg tdk TAHAN sehngga hrs pindah ke solo",terkesan arogn suka buly rakyt bahkn tahan sehngga pindah solo
UgzCgHuzMHZAbvQc_Bt4AaABAg,@RevianArzi,2025-05-17 06:15:16+00:00,pencitraan kek...apa kek..rakyat jls mndkung daripada gerombolan kalian yg cuma bs bikin podcast nyinyiran.hnya pinter debat dan bacot😂,pencitraan kayak kayak rakyat jls mndkung gerombolan bikin podcast nyinyiran pintar debat bacot
UgxTi-nzRxCjpkYQXrl4AaABAg,@takeshi-c4t,2025-05-17 06:14:59+00:00,Mulyono jilid 2 kemana mana bawa kamera.,mulyono jilid kemana bawa kamera
UgwGfWRshPKblRj7GGZ4AaABAg,@iyusdindin7697,2025-05-17 06:14:59+00:00,"KDM udah tau & faham  karakter anggota DPRD..
percuma diskusi sama mereka..",kdm tau faham karakter anggota dprd diskusi
UgyM6oAgTCdDrgi4eiV4AaABAg,@budcast7300,2025-05-17 06:14:52+00:00,Kirim kepala babi bukan hal yg dibenarkan... Namun demikian saya sekarang mengerti mengapa ..,kirim kepala babi dibenarkan mengerti
UgzDpbyvRjfSYLtFT5p4AaABAg,@AJd-ii3jz,2025-05-17 06:14:50+00:00,Keluarga owi mulai melirik,keluarga owi melirik
UgxqHFcAfD6QVJFxD-54AaABAg,@DelimaOfficial-w6t,2025-05-17 06:14:49+00:00,"Video record, foto dsb SANGAT penting, disaat ada pihak yg memelintir atau mengedit suatu kejadian milik KDM saat LIVE dan ingin menjatuhkannya, Beliau memiliki bukti/sumber ASLInya.",video record foto dsb disaat memelintir mengedit kejadian milik kdm live menjatuhkannya beliau memiliki bukti sumber aslinya
UgyvyfBn-k2iVi37aL14AaABAg,@LulikKrismanto,2025-05-17 06:14:48+00:00,Apa si yg sdh dilakukan grombolan ini untuk kemajuan bangsa😂,sih grombolan kemajuan bangsa
UgzFiSuXvnoWFqhqs_14AaABAg,@MuhammadAfriansyah-hr9pv,2025-05-17 06:14:48+00:00,"Yg gua benci adalah visual gambarnya yg menggambarkan wajah tak pantas,,,maksudnya apa gambar animasi wajah itu? Tolong jelaskan?",gua benci visual gambarnya menggambarkan wajah maksudnya gambar animasi wajah tolong
Ugz1EfJ_CWUqmLlR33R4AaABAg,@ChunChunColy,2025-05-17 06:14:43+00:00,"Gw benci KDM ini karna dulu gw pernah menyanjung seorang yg bernama Jokowi, 

Semoga aja ada orang teknokrat di sekitarnya seperti Jokowi dulu, bukan hanya sekedar mementingkan sebuah konten doang",gue benci kdm gue menyanjung bernama jokowi semoga orang teknokrat jokowi sekedar mementingkan konten doang
UgyXxVjCODrUwIXTvSp4AaABAg,@kalpawreksa792,2025-05-17 06:14:42+00:00,Bapak yang baju itam cocok jadi gubernur jawa barat 😅,baju itam cocok gubernur jawa barat
Ugy40xQRdh1fdC9Z-QB4AaABAg,@trashbin5474,2025-05-17 06:14:36+00:00,"Kritis dan kritik boleh, iri dan benci jangan. Udah...gitu aja. 😀",kritis kritik iri benci
UgxJXsOWUjpL-_htEht4AaABAg,@h.kusnadiduyeh1590,2025-05-17 06:14:32+00:00,"populisme kdm.... nanti juga akan ada akhir the end, 😅 sekarang banyak yang di untungkan dengan ke bijakannya..sungai kali jadi benar benar bersih..😮",populisme kdm the end untungkan bijakannya sungai kali bersih
UgzLtQAeshrzfXEjjAV4AaABAg,@OpsKhai_15,2025-05-17 06:14:23+00:00,Mulyadi next Mulyono,mulyadi next mulyono
UgzySsx7qG-GBk1urHJ4AaABAg,@cikatuh3401,2025-05-17 06:14:21+00:00,Ini kelompok sakit hati ya yg anggaran medianya di pangkas😂,kelompok sakit hati ya anggaran medianya pangkas
Ugyk6P0JYbRjOeDGUVp4AaABAg,@UemKaM_Indo,2025-05-17 06:14:04+00:00,"Mohon ijin sharing

Assalamu'alaikum wr wb
Saudaraku sebangsa dan setanah tanah air.

Semoga kita semua dalam keadaan sehat wal Afiat dan sejahtera. 

Perihal KDM.
Kami berpendapat bahwa KDM telah mampu mengimplementasikan sebagian besar apa yang telah dirasakan Masyarakat (khususnya JaBar)

Mau disebut Gubernur apapun panggilannya, kami hanya fokus bahwa KDM telah hadir mewakili apa yang menjadi keprihatinan masyarakat.

Selama ini pejabat setingkat Gubernur, dll belum mampu menterjemahkan apa yang menjadi harapan masyarakat.

 KDM sudah lama melakukan hal-hal yg disangkakan. Bukan baru sekarang. Apakah itu dianggap pencitraan, Ngonten, mau nyapres, dll. 

Tapi memang KDM banyak dan sering tampil membantu UMKM, Koperasi, Masyarakat kecil umumnya.

Beliau datang dari keluarga bersahaja. Anak kolong yang digembleng hidup prihatin dan mandiri. 

Perjalanannya berkarya dari bawah sekali. Lalu jadi wakil bupati, bupati dua periode dan anggota DPR sebelum jadi Gubernur.

Kami sangat senang dan support kebijakannya. 
Terlepas  PRO KONTRA....Dan kebijakannya banyaknyang orsinil bahkan menentang arus kebiasaan. 

KDM PEMBERANI 
Berani bersusah payah
Berani berkorban
Berani Repot
Berani ambil keputusan yang pro Rakyat 
Berani mempertanggung jawabkan.
Berani ber eksperimen untuk kemajuan Masyarakatnya.

Dan kami percaya bahwa Jawa Barat akan menjadi provinsi maju dengan berbagai kelebihan yg dimilikinya.

JAWA BARAT ISTIMEWA...!

Demikian saudaraku. Mohon maaf jika tidak berkenan.


Salam Perjuangan

Dari Keluarga Besar
Lingkar
UMKM & KOPERASI
INDONESIA


Kolaborasi
Prestasi
Dedikasi",mohon ijin sharing assalamu alaikum wr wb saudaraku sebangsa setanah tanah air semoga sehat wal afiat sejahtera perihal kdm berpendapat kdm mengimplementasikan dirasakan masyarakat jabar gubernur apapun panggilannya fokus kdm hadir mewakili keprihatinan masyarakat pejabat setingkat gubernur dll menterjemahkan harapan masyarakat kdm disangkakan dianggap pencitraan ngonten nyapres dll kdm tampil membantu umkm koperasi masyarakat beliau keluarga bersahaja anak kolong digembleng hidup prihatin mandiri perjalanannya berkarya wakil bupati bupati periode anggota dpr gubernur senang support kebijakannya terlepas pro kontra kebijakannya banyaknyang orsinil menentang arus kebiasaan kdm pemberani berani bersusah payah berani berkorban berani repot berani ambil keputusan pro rakyat berani mempertanggung jawabkan berani ber eksperimen kemajuan masyarakatnya percaya jawa barat provinsi maju kelebihan dimilikinya jawa barat istimewa saudaraku mohon maaf berkenan salam perjuangan keluarga lingkar umkm koperasi indonesia kolaborasi prestasi dedikasi
Ugy9QdlbgWGxgWMoUN94AaABAg,@dikocokmoncrot1016,2025-05-17 06:13:54+00:00,bahas RK juga dunk...,bahas rk
Ugy3PLkCNgSfJ2xrvaR4AaABAg,@durotunnasihah2914,2025-05-17 06:13:51+00:00,"Dan P Jokowi Bagi sebagian besar Rakyat termasuk Presiden yg lebih banyak Berhasilnya ,terutama dalam Pembangunan ,juga Keadilan dlm pembangunan .dll",p jokowi rakyat presiden berhasilnya pembangunan keadilan pembangunan dll
UgyxKUxMxr4GHRko45V4AaABAg,@SriyantoRiyanto-q9l,2025-05-17 06:13:49+00:00,"Orang yg suka ghibah ,,membicarakan orang lain maka di dlm hatinya banyak keburukan di dlm hatinya",orang suka ghibah membicarakan orang hatinya keburukan hatinya
